date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:18:48	11910/11910	---M--	200	added ('OK')	image/svg+xml	etag:%222e86-617ee70be1e90%22	https://bluepartnership.eu/sites/bluepartnership.eu/themes/vlizbase/img/logo.svg	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/themes/vlizbase/img/logo.svg	(from https://bluepartnership.eu/)
14:18:49	11394/11394	---M--	200	added ('OK')	image/svg+xml	etag:%222c82-617ee70bda47c%22	https://bluepartnership.eu/sites/bluepartnership.eu/themes/vlizbase/img/logo-dark-mode.svg	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/themes/vlizbase/img/logo-dark-mode.svg	(from https://bluepartnership.eu/)
14:18:49	98833/98833	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:18:50%20GMT	https://bluepartnership.eu/about	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/about.html	(from https://bluepartnership.eu/)
14:18:50	29755/29755	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:18:50%20GMT	https://bluepartnership.eu/funding-opportunities	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/funding-opportunities.html	(from https://bluepartnership.eu/)
14:18:50	55169/55169	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:18:50%20GMT	https://bluepartnership.eu/news-events	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/news-events.html	(from https://bluepartnership.eu/)
14:18:51	41534/41534	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:18:51%20GMT	https://bluepartnership.eu/projects	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/projects.html	(from https://bluepartnership.eu/)
14:18:51	33533/33533	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:18:51%20GMT	https://bluepartnership.eu/resources	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/resources.html	(from https://bluepartnership.eu/)
14:18:52	25044/25044	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:18:52%20GMT	https://bluepartnership.eu/additional-activities	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/additional-activities.html	(from https://bluepartnership.eu/)
14:18:52	21912/21912	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:18:52%20GMT	https://bluepartnership.eu/contact	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/contact.html	(from https://bluepartnership.eu/)
14:18:52	24800/24800	---M--	200	added ('OK')	image/png	etag:%2260e0-5fbb63d4dafe4%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/facts/2023-05/icon-investments.png	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/facts/2023-05/icon-investments.png	(from https://bluepartnership.eu/)
14:18:53	22636/22636	---M--	200	added ('OK')	image/png	etag:%22586c-5fbb64711e674%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/facts/2023-05/icon-partners.png	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/facts/2023-05/icon-partners.png	(from https://bluepartnership.eu/)
14:18:53	29070/29070	---M--	200	added ('OK')	image/png	etag:%22718e-5fbb64e059fbb%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/facts/2023-05/icon-countries.png	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/facts/2023-05/icon-countries.png	(from https://bluepartnership.eu/)
14:18:54	19427/19427	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:18:54%20GMT	https://bluepartnership.eu/news/strengthening-north-seas-blue-economy-insights-regional-workshop-amsterdam	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/news/strengthening-north-seas-blue-economy-insights-regional-workshop-amsterdam.html	(from https://bluepartnership.eu/)
14:18:55	20165/20165	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:18:55%20GMT	https://bluepartnership.eu/news/building-bridges-black-sea-sustainable-blue-economy-partnership-workshop-recap	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/news/building-bridges-black-sea-sustainable-blue-economy-partnership-workshop-recap.html	(from https://bluepartnership.eu/)
14:18:55	23288/23288	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:18:56%20GMT	https://bluepartnership.eu/news/321-launch-19-projects-embark-together-drive-blue-economy	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/news/321-launch-19-projects-embark-together-drive-blue-economy.html	(from https://bluepartnership.eu/)
14:18:56	18076/18076	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:18:56%20GMT	https://bluepartnership.eu/news/get-know-our-first-projects	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/news/get-know-our-first-projects.html	(from https://bluepartnership.eu/)
14:18:57	23804/23804	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:18:57%20GMT	https://bluepartnership.eu/news/european-maritime-day-towards-global-strategic-alignment-european-blue-economy	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/news/european-maritime-day-towards-global-strategic-alignment-european-blue-economy.html	(from https://bluepartnership.eu/)
14:18:57	19413/19413	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:18:57%20GMT	https://bluepartnership.eu/news/connecting-mediterranean-blue-economy-community	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/news/connecting-mediterranean-blue-economy-community.html	(from https://bluepartnership.eu/)
14:18:58	24027/24027	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:18:58%20GMT	https://bluepartnership.eu/news/programme-sustainable-ocean-planning-launched-2024-un-ocean-decade-conference	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/news/programme-sustainable-ocean-planning-launched-2024-un-ocean-decade-conference.html	(from https://bluepartnership.eu/)
14:18:58	30300/30300	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:18:58%20GMT	https://bluepartnership.eu/news/partnership-symposium-course-towards-sustainable-blue-economy	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/news/partnership-symposium-course-towards-sustainable-blue-economy.html	(from https://bluepartnership.eu/)
14:18:59	16684/16684	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:18:59%20GMT	https://bluepartnership.eu/news/re-experience-charting-course-towards-sustainable-blue-economy-symposium	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/news/re-experience-charting-course-towards-sustainable-blue-economy-symposium.html	(from https://bluepartnership.eu/)
14:18:59	15836/15836	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:18:59%20GMT	https://bluepartnership.eu/news/partnership-launches-second-joint-transnational-call	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/news/partnership-launches-second-joint-transnational-call.html	(from https://bluepartnership.eu/)
14:19:00	62363/62363	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:19:00%20GMT	https://bluepartnership.eu/funding-opportunity/sustainable-blue-economy-partnerships-second-joint-transnational-call	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/funding-opportunity/sustainable-blue-economy-partnerships-second-joint-transnational-call.html	(from https://bluepartnership.eu/)
14:19:00	20893/20893	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:19:00%20GMT	https://bluepartnership.eu/news/partnership-decides-first-batch-co-funded-projects	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/news/partnership-decides-first-batch-co-funded-projects.html	(from https://bluepartnership.eu/)
14:19:01	19323/19323	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:19:01%20GMT	https://bluepartnership.eu/news/partnership-intervention-areas-activities-2024	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/news/partnership-intervention-areas-activities-2024.html	(from https://bluepartnership.eu/)
14:19:01	20280/20280	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:19:01%20GMT	https://bluepartnership.eu/news/paving-way-blue-transformation	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/news/paving-way-blue-transformation.html	(from https://bluepartnership.eu/)
14:19:02	22952/22952	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:19:02%20GMT	https://bluepartnership.eu/news/fostering-research-development-and-innovation-sustainable-blue-economy	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/news/fostering-research-development-and-innovation-sustainable-blue-economy.html	(from https://bluepartnership.eu/)
14:19:03	17155/17155	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:19:03%20GMT	https://bluepartnership.eu/news/94-pre-proposals-1st-call	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/news/94-pre-proposals-1st-call.html	(from https://bluepartnership.eu/)
14:19:04	16032/16032	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:19:03%20GMT	https://bluepartnership.eu/news/kickoff-meeting-highlights	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/news/kickoff-meeting-highlights.html	(from https://bluepartnership.eu/)
14:19:04	20151/20151	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:19:04%20GMT	https://bluepartnership.eu/news/partnership-kicks-rome	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/news/partnership-kicks-rome.html	(from https://bluepartnership.eu/)
14:19:05	22540/22540	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:19:05%20GMT	https://bluepartnership.eu/news/how-effectively-benefit-synergies-different-funding-streams	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/news/how-effectively-benefit-synergies-different-funding-streams.html	(from https://bluepartnership.eu/)
14:19:05	26097/26097	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:19:05%20GMT	https://bluepartnership.eu/terms-use-and-privacy-policy	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/terms-use-and-privacy-policy.html	(from https://bluepartnership.eu/)
14:19:06	843994/843994	---M--	200	added ('OK')	image/jpeg	etag:%22ce0da-5fbb9e9b69c3f%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/2023-05/bg-sub.jpg	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/2023-05/bg-sub.jpg	(from https://bluepartnership.eu/)
14:19:07	18109/18109	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:19:06%20GMT	https://bluepartnership.eu/events/workshop-blue-economy-north-sea	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/events/workshop-blue-economy-north-sea.html	(from https://bluepartnership.eu/)
14:19:07	18284/18284	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:19:07%20GMT	https://bluepartnership.eu/events/workshop-blue-economy-sustainable-black-sea	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/events/workshop-blue-economy-sustainable-black-sea.html	(from https://bluepartnership.eu/)
14:19:08	1315745/1315745	---M--	200	added ('OK')	image/jpeg	etag:%221413a1-5fbfa128c0ea7%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/2023-05/bg-latest-events.jpg	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/2023-05/bg-latest-events.jpg	(from https://bluepartnership.eu/)
14:19:08	602/602	---M--	200	added ('OK')	image/svg+xml	etag:%2225a-617ee70879345%22	https://bluepartnership.eu/sites/bluepartnership.eu/themes/vlizbase/img/bg-call-deadline.svg	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/themes/vlizbase/img/bg-call-deadline.svg	(from https://bluepartnership.eu/)
14:19:09	293404/293404	---M--	200	added ('OK')	image/svg+xml	etag:%2247a1c-617ee70a07564%22	https://bluepartnership.eu/sites/bluepartnership.eu/themes/vlizbase/img/eu.svg	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/themes/vlizbase/img/eu.svg	(from https://bluepartnership.eu/)
14:19:09	363/363	---M--	200	added ('OK')	image/svg+xml	etag:%2216b-617ee70b8dfad%22	https://bluepartnership.eu/sites/bluepartnership.eu/themes/vlizbase/img/icon-facebook-white.svg	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/themes/vlizbase/img/icon-facebook-white.svg	(from https://bluepartnership.eu/)
14:19:09	510/510	---M--	200	added ('OK')	image/svg+xml	etag:%221fe-617ee70b959c2%22	https://bluepartnership.eu/sites/bluepartnership.eu/themes/vlizbase/img/icon-linkedin-white.svg	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/themes/vlizbase/img/icon-linkedin-white.svg	(from https://bluepartnership.eu/)
14:19:10	1622/1622	---M--	200	added ('OK')	image/svg+xml	etag:%22656-617ee70b91cbe%22	https://bluepartnership.eu/sites/bluepartnership.eu/themes/vlizbase/img/icon-instagram-white.svg	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/themes/vlizbase/img/icon-instagram-white.svg	(from https://bluepartnership.eu/)
14:19:10	650/650	---M--	200	added ('OK')	image/svg+xml	etag:%2228a-619827eda105c%22	https://bluepartnership.eu/sites/bluepartnership.eu/themes/vlizbase/img/icon-twitter-white.svg	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/themes/vlizbase/img/icon-twitter-white.svg	(from https://bluepartnership.eu/)
14:19:11	225110/225110	---M-Z	200	added ('OK')	text/javascript	etag:%2211348-62d75ed50bb38%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/js/js_DB_y-RLPtbR0z4caiWdkRJFkaUr6pi4LIQCG99kWqeg.js?scope=footer&delta=0&language=en&theme=vlizbase&include=eJzLTSzJz83XzwVTOmU5mVVJicWp-uk5-UmJObrFJZU5mXnpYPHijMSiVBMjfSQ2AOfyF4Q	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/js/js_DB_y-RLPtbR0z4caiWdkRJFkaUr6pi4LIQCG99kWqegace4.js	(from https://bluepartnership.eu/)
14:19:12	4176/4176	---M--	200	added ('OK')	image/png	etag:%221050-617ee6f02f336%22	https://bluepartnership.eu/modules/custom/vlizshare42/images/share-Fave.png	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/modules/custom/vlizshare42/images/share-Fave.png	(from https://bluepartnership.eu/sites/bluepartnership.eu/files/css/css_qFpsidRRk9BVONNx3EaX3cPnmQnyco48Dawu7TclOcs.css?delta=0&language=en&theme=vlizbase&include=eJxNyFEKgCAMANALmYPoQhsOFZaNTQM7fdRH9Pd4iobZUItDsqEoUb-Jo-kgqV44BZ_eeQdC53BKvR5AloNQFu9Tasvve0HjbYWfb8neJt4)
14:19:12	884/884	---M--	200	added ('OK')	image/png	etag:%22374-617ee6f02f336%22	https://bluepartnership.eu/modules/custom/vlizshare42/images/share-LinkedIn.png	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/modules/custom/vlizshare42/images/share-LinkedIn.png	(from https://bluepartnership.eu/sites/bluepartnership.eu/files/css/css_qFpsidRRk9BVONNx3EaX3cPnmQnyco48Dawu7TclOcs.css?delta=0&language=en&theme=vlizbase&include=eJxNyFEKgCAMANALmYPoQhsOFZaNTQM7fdRH9Pd4iobZUItDsqEoUb-Jo-kgqV44BZ_eeQdC53BKvR5AloNQFu9Tasvve0HjbYWfb8neJt4)
14:19:13	739/739	---M--	200	added ('OK')	image/png	etag:%222e3-617ee6f02f336%22	https://bluepartnership.eu/modules/custom/vlizshare42/images/share-Facebook.png	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/modules/custom/vlizshare42/images/share-Facebook.png	(from https://bluepartnership.eu/sites/bluepartnership.eu/files/css/css_qFpsidRRk9BVONNx3EaX3cPnmQnyco48Dawu7TclOcs.css?delta=0&language=en&theme=vlizbase&include=eJxNyFEKgCAMANALmYPoQhsOFZaNTQM7fdRH9Pd4iobZUItDsqEoUb-Jo-kgqV44BZ_eeQdC53BKvR5AloNQFu9Tasvve0HjbYWfb8neJt4)
14:19:13	5165/5165	---M--	200	added ('OK')	image/png	etag:%22142d-617ee6f03aa57%22	https://bluepartnership.eu/modules/custom/vlizshare42/images/share-Twitter.png?v=2023	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/modules/custom/vlizshare42/images/share-Twittera0ef.png	(from https://bluepartnership.eu/sites/bluepartnership.eu/files/css/css_qFpsidRRk9BVONNx3EaX3cPnmQnyco48Dawu7TclOcs.css?delta=0&language=en&theme=vlizbase&include=eJxNyFEKgCAMANALmYPoQhsOFZaNTQM7fdRH9Pd4iobZUItDsqEoUb-Jo-kgqV44BZ_eeQdC53BKvR5AloNQFu9Tasvve0HjbYWfb8neJt4)
14:19:14	5177/5177	---M--	200	added ('OK')	image/png	etag:%221439-62cdac6e28ee7%22	https://bluepartnership.eu/modules/custom/vlizshare42/images/share-bsky.png?v=2023	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/modules/custom/vlizshare42/images/share-bskya0ef.png	(from https://bluepartnership.eu/sites/bluepartnership.eu/files/css/css_qFpsidRRk9BVONNx3EaX3cPnmQnyco48Dawu7TclOcs.css?delta=0&language=en&theme=vlizbase&include=eJxNyFEKgCAMANALmYPoQhsOFZaNTQM7fdRH9Pd4iobZUItDsqEoUb-Jo-kgqV44BZ_eeQdC53BKvR5AloNQFu9Tasvve0HjbYWfb8neJt4)
14:19:14	906/906	---M--	200	added ('OK')	image/png	etag:%2238a-617ee6f02f336%22	https://bluepartnership.eu/modules/custom/vlizshare42/images/share-Mailto.png	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/modules/custom/vlizshare42/images/share-Mailto.png	(from https://bluepartnership.eu/sites/bluepartnership.eu/files/css/css_qFpsidRRk9BVONNx3EaX3cPnmQnyco48Dawu7TclOcs.css?delta=0&language=en&theme=vlizbase&include=eJxNyFEKgCAMANALmYPoQhsOFZaNTQM7fdRH9Pd4iobZUItDsqEoUb-Jo-kgqV44BZ_eeQdC53BKvR5AloNQFu9Tasvve0HjbYWfb8neJt4)
14:19:15	6499/6499	---M--	200	added ('OK')	image/png	etag:%221963-617ee6f036d4b%22	https://bluepartnership.eu/modules/custom/vlizshare42/images/share-Print.png	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/modules/custom/vlizshare42/images/share-Print.png	(from https://bluepartnership.eu/sites/bluepartnership.eu/files/css/css_qFpsidRRk9BVONNx3EaX3cPnmQnyco48Dawu7TclOcs.css?delta=0&language=en&theme=vlizbase&include=eJxNyFEKgCAMANALmYPoQhsOFZaNTQM7fdRH9Pd4iobZUItDsqEoUb-Jo-kgqV44BZ_eeQdC53BKvR5AloNQFu9Tasvve0HjbYWfb8neJt4)
14:19:15	1580/1580	---M--	200	added ('OK')	image/png	etag:%2262c-617ee6f02f336%22	https://bluepartnership.eu/modules/custom/vlizshare42/images/reviews.png	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/modules/custom/vlizshare42/images/reviews.png	(from https://bluepartnership.eu/sites/bluepartnership.eu/files/css/css_qFpsidRRk9BVONNx3EaX3cPnmQnyco48Dawu7TclOcs.css?delta=0&language=en&theme=vlizbase&include=eJxNyFEKgCAMANALmYPoQhsOFZaNTQM7fdRH9Pd4iobZUItDsqEoUb-Jo-kgqV44BZ_eeQdC53BKvR5AloNQFu9Tasvve0HjbYWfb8neJt4)
14:19:16	1656/1656	---M--	200	added ('OK')	image/png	etag:%22678-617ee6f036d4b%22	https://bluepartnership.eu/modules/custom/vlizshare42/images/share-RSS.png	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/modules/custom/vlizshare42/images/share-RSS.png	(from https://bluepartnership.eu/sites/bluepartnership.eu/files/css/css_qFpsidRRk9BVONNx3EaX3cPnmQnyco48Dawu7TclOcs.css?delta=0&language=en&theme=vlizbase&include=eJxNyFEKgCAMANALmYPoQhsOFZaNTQM7fdRH9Pd4iobZUItDsqEoUb-Jo-kgqV44BZ_eeQdC53BKvR5AloNQFu9Tasvve0HjbYWfb8neJt4)
14:19:16	14782/14782	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2239be-617ee70422e52%22	https://bluepartnership.eu/sites/bluepartnership.eu/themes/vlizbase/fonts/montserrat-v25-latin-regular.eot	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/themes/vlizbase/fonts/montserrat-v25-latin-regular.eot	(from https://bluepartnership.eu/sites/bluepartnership.eu/files/css/css_IlMS3Una-RY6O6IfgxhtCXE680-tLTazwbDlOAyD56I.css?delta=1&language=en&theme=vlizbase&include=eJxNyFEKgCAMANALmYPoQhsOFZaNTQM7fdRH9Pd4iobZUItDsqEoUb-Jo-kgqV44BZ_eeQdC53BKvR5AloNQFu9Tasvve0HjbYWfb8neJt4)
14:19:17	12708/12708	---M--	200	added ('OK')	font/woff2	etag:%2231a4-617ee70439c91%22	https://bluepartnership.eu/sites/bluepartnership.eu/themes/vlizbase/fonts/montserrat-v25-latin-regular.woff2	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/themes/vlizbase/fonts/montserrat-v25-latin-regular.woff2	(from https://bluepartnership.eu/sites/bluepartnership.eu/files/css/css_IlMS3Una-RY6O6IfgxhtCXE680-tLTazwbDlOAyD56I.css?delta=1&language=en&theme=vlizbase&include=eJxNyFEKgCAMANALmYPoQhsOFZaNTQM7fdRH9Pd4iobZUItDsqEoUb-Jo-kgqV44BZ_eeQdC53BKvR5AloNQFu9Tasvve0HjbYWfb8neJt4)
14:19:17	15932/15932	---M--	200	added ('OK')	font/woff	etag:%223e3c-617ee7042e570%22	https://bluepartnership.eu/sites/bluepartnership.eu/themes/vlizbase/fonts/montserrat-v25-latin-regular.woff	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/themes/vlizbase/fonts/montserrat-v25-latin-regular.woff	(from https://bluepartnership.eu/sites/bluepartnership.eu/files/css/css_IlMS3Una-RY6O6IfgxhtCXE680-tLTazwbDlOAyD56I.css?delta=1&language=en&theme=vlizbase&include=eJxNyFEKgCAMANALmYPoQhsOFZaNTQM7fdRH9Pd4iobZUItDsqEoUb-Jo-kgqV44BZ_eeQdC53BKvR5AloNQFu9Tasvve0HjbYWfb8neJt4)
14:19:18	31428/31428	---M--	200	added ('OK')	font/ttf	etag:%227ac4-617ee7042a867%22	https://bluepartnership.eu/sites/bluepartnership.eu/themes/vlizbase/fonts/montserrat-v25-latin-regular.ttf	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/themes/vlizbase/fonts/montserrat-v25-latin-regular.ttf	(from https://bluepartnership.eu/sites/bluepartnership.eu/files/css/css_IlMS3Una-RY6O6IfgxhtCXE680-tLTazwbDlOAyD56I.css?delta=1&language=en&theme=vlizbase&include=eJxNyFEKgCAMANALmYPoQhsOFZaNTQM7fdRH9Pd4iobZUItDsqEoUb-Jo-kgqV44BZ_eeQdC53BKvR5AloNQFu9Tasvve0HjbYWfb8neJt4)
